locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFCHDMIM_03344	CDS	600	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
CFCHDMIM_03345	CDS	645				hypothetical protein
CFCHDMIM_03346	CDS	363			COG3111	putative protein
CFCHDMIM_03347	CDS	471	bluF			Blue light- and temperature-regulated antirepressor BluF
CFCHDMIM_03348	CDS	327				hypothetical protein
CFCHDMIM_03349	CDS	606	eamB_2		COG1280	Cysteine/O-acetylserine efflux protein
CFCHDMIM_03350	CDS	837	rhaS_12			HTH-type transcriptional activator RhaS
CFCHDMIM_03351	CDS	1149	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
CFCHDMIM_03352	CDS	1236	gltS		COG0786	Sodium/glutamate symporter
CFCHDMIM_03353	CDS	903				hypothetical protein
CFCHDMIM_03354	CDS	714	nanR_2			HTH-type transcriptional repressor NanR
CFCHDMIM_03355	CDS	201				hypothetical protein
CFCHDMIM_03356	CDS	639	betI_11			HTH-type transcriptional regulator BetI
CFCHDMIM_03357	CDS	537				hypothetical protein
CFCHDMIM_03358	CDS	1854	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
CFCHDMIM_03359	CDS	621	eda			KHG/KDPG aldolase
CFCHDMIM_03360	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
CFCHDMIM_03361	CDS	513	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
CFCHDMIM_03362	CDS	1629	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
CFCHDMIM_03363	CDS	1266	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
CFCHDMIM_03364	CDS	1314	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CFCHDMIM_03365	CDS	843				hypothetical protein
CFCHDMIM_03366	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
CFCHDMIM_03367	CDS	2184	prc	3.4.21.102	COG0793	Tail-specific protease
CFCHDMIM_03368	CDS	1287	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CFCHDMIM_03369	CDS	552				hypothetical protein
CFCHDMIM_03370	CDS	201	iscX		COG2975	Protein IscX
CFCHDMIM_03371	CDS	432	ndk	2.7.4.6		Nucleoside diphosphate kinase
CFCHDMIM_03372	CDS	1233	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
CFCHDMIM_03373	CDS	801	lapB			Lipopolysaccharide assembly protein B
CFCHDMIM_03374	CDS	792	rodZ			Cytoskeleton protein RodZ
CFCHDMIM_03375	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
CFCHDMIM_03376	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
CFCHDMIM_03377	CDS	699				hypothetical protein
CFCHDMIM_03378	CDS	1146	bamB		COG1520	Outer membrane protein assembly factor BamB
CFCHDMIM_03379	CDS	1410	der		COG1160	GTPase Der
CFCHDMIM_03380	CDS	615				hypothetical protein
CFCHDMIM_03381	CDS	795				hypothetical protein
CFCHDMIM_03382	CDS	261	acpP_2		COG0236	Acyl carrier protein
CFCHDMIM_03383	CDS	249	acpM		COG0236	Meromycolate extension acyl carrier protein
CFCHDMIM_03384	CDS	555	yciB_2			intracellular septation protein A
CFCHDMIM_03385	CDS	441				hypothetical protein
CFCHDMIM_03386	CDS	324				hypothetical protein
CFCHDMIM_03387	CDS	1122				hypothetical protein
CFCHDMIM_03388	CDS	1077				hypothetical protein
CFCHDMIM_03389	CDS	210				hypothetical protein
CFCHDMIM_03390	CDS	285				hypothetical protein
CFCHDMIM_03391	CDS	258				hypothetical protein
CFCHDMIM_03392	CDS	270				hypothetical protein
CFCHDMIM_03393	CDS	1263	xerC_3			Tyrosine recombinase XerC
CFCHDMIM_03394	CDS	864				hypothetical protein
CFCHDMIM_03395	CDS	573				hypothetical protein
CFCHDMIM_03396	CDS	1338				hypothetical protein
CFCHDMIM_03397	CDS	1674				hypothetical protein
CFCHDMIM_03398	CDS	1029	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CFCHDMIM_03399	CDS	1131				hypothetical protein
CFCHDMIM_03400	CDS	1035	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
CFCHDMIM_03401	CDS	504		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
CFCHDMIM_03402	CDS	1245	pgl	3.1.1.31		6-phosphogluconolactonase
CFCHDMIM_03403	CDS	1158	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
CFCHDMIM_03404	CDS	435				hypothetical protein
CFCHDMIM_03405	CDS	2229	plcN_2	3.1.4.3	COG3511	Non-hemolytic phospholipase C
CFCHDMIM_03406	CDS	96				hypothetical protein
CFCHDMIM_03407	CDS	2085	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
CFCHDMIM_03408	CDS	1479	smvA			Methyl viologen resistance protein SmvA
CFCHDMIM_03409	CDS	579	betI_12			HTH-type transcriptional regulator BetI
CFCHDMIM_03410	CDS	1260				hypothetical protein
CFCHDMIM_03411	CDS	504				hypothetical protein
CFCHDMIM_03412	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
CFCHDMIM_03413	CDS	480	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
CFCHDMIM_03414	CDS	1011	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
CFCHDMIM_03415	CDS	1626	clsC_2	2.7.8.-	COG1502	Cardiolipin synthase C
CFCHDMIM_03416	CDS	810				hypothetical protein
CFCHDMIM_03417	CDS	1335	hflX		COG2262	GTPase HflX
CFCHDMIM_03418	CDS	372				hypothetical protein
CFCHDMIM_03419	CDS	675	cidB_2		COG1346	Holin-like protein CidB
CFCHDMIM_03420	CDS	444				hypothetical protein
CFCHDMIM_03421	CDS	840	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
CFCHDMIM_03422	CDS	813	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
CFCHDMIM_03423	CDS	975	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
CFCHDMIM_03424	CDS	429	rplM		COG0102	50S ribosomal protein L13
CFCHDMIM_03425	CDS	387	rpsI		COG0103	30S ribosomal protein S9
CFCHDMIM_03426	CDS	654	sspA		COG0625	Stringent starvation protein A
CFCHDMIM_03427	CDS	429				hypothetical protein
CFCHDMIM_03428	CDS	657				hypothetical protein
CFCHDMIM_03429	CDS	1941	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
CFCHDMIM_03430	CDS	837	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
CFCHDMIM_03431	CDS	1158	mmgC_8	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CFCHDMIM_03432	CDS	1614	accA_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
CFCHDMIM_03433	CDS	888	fadH_3	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
CFCHDMIM_03434	CDS	1806				hypothetical protein
CFCHDMIM_03435	CDS	600	kstR2			HTH-type transcriptional repressor KstR2
CFCHDMIM_03436	CDS	1164	mmgC_9	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CFCHDMIM_03437	CDS	564				hypothetical protein
CFCHDMIM_03438	CDS	396				hypothetical protein
CFCHDMIM_03439	tRNA	76				tRNA-Arg(acg)
CFCHDMIM_03440	tRNA	77				tRNA-Arg(acg)
CFCHDMIM_03441	tRNA	77				tRNA-Arg(acg)
CFCHDMIM_03442	tRNA	77				tRNA-Arg(acg)
CFCHDMIM_03443	CDS	594				hypothetical protein
CFCHDMIM_03444	CDS	567				hypothetical protein
CFCHDMIM_03445	CDS	294				hypothetical protein
CFCHDMIM_03446	tRNA	77				tRNA-Arg(acg)
CFCHDMIM_03447	CDS	693				hypothetical protein
CFCHDMIM_03448	CDS	498				hypothetical protein
CFCHDMIM_03449	CDS	642	ycgM		COG0179	putative protein YcgM
CFCHDMIM_03450	CDS	795	nimR_4			HTH-type transcriptional regulator NimR
CFCHDMIM_03451	CDS	915				hypothetical protein
CFCHDMIM_03452	CDS	1248				hypothetical protein
CFCHDMIM_03453	CDS	594		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
CFCHDMIM_03454	CDS	576	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
CFCHDMIM_03455	CDS	714				hypothetical protein
CFCHDMIM_03456	CDS	672				hypothetical protein
CFCHDMIM_03457	CDS	885				hypothetical protein
CFCHDMIM_03458	CDS	477	ybeY	3.1.-.-		Endoribonuclease YbeY
CFCHDMIM_03459	CDS	1089	ybeZ		COG1702	PhoH-like protein
CFCHDMIM_03460	CDS	1452	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
CFCHDMIM_03461	CDS	1986	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
CFCHDMIM_03462	CDS	663				hypothetical protein
CFCHDMIM_03463	CDS	987	mdh	1.1.1.37		Malate dehydrogenase
CFCHDMIM_03464	CDS	246				hypothetical protein
CFCHDMIM_03465	CDS	528				hypothetical protein
CFCHDMIM_03466	CDS	606				hypothetical protein
CFCHDMIM_03467	CDS	858	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
CFCHDMIM_03468	CDS	834				hypothetical protein
CFCHDMIM_03469	CDS	1068				hypothetical protein
CFCHDMIM_03470	CDS	4914				hypothetical protein
CFCHDMIM_03471	CDS	348				hypothetical protein
CFCHDMIM_03472	CDS	150				hypothetical protein
CFCHDMIM_03473	CDS	1002				hypothetical protein
CFCHDMIM_03474	CDS	171				hypothetical protein
CFCHDMIM_03475	CDS	312				hypothetical protein
CFCHDMIM_03476	CDS	744				hypothetical protein
CFCHDMIM_03477	CDS	384				hypothetical protein
CFCHDMIM_03478	CDS	525				hypothetical protein
CFCHDMIM_03479	CDS	405				hypothetical protein
CFCHDMIM_03480	CDS	183				hypothetical protein
CFCHDMIM_03481	CDS	516				hypothetical protein
CFCHDMIM_03482	CDS	918				hypothetical protein
CFCHDMIM_03483	CDS	1305				hypothetical protein
CFCHDMIM_03484	CDS	354				hypothetical protein
CFCHDMIM_03485	CDS	399				hypothetical protein
CFCHDMIM_03486	CDS	369				hypothetical protein
CFCHDMIM_03487	CDS	405				hypothetical protein
CFCHDMIM_03488	CDS	171				hypothetical protein
CFCHDMIM_03489	CDS	642				hypothetical protein
CFCHDMIM_03490	CDS	414				hypothetical protein
CFCHDMIM_03491	CDS	390				hypothetical protein
CFCHDMIM_03492	CDS	666				hypothetical protein
CFCHDMIM_03493	CDS	954				hypothetical protein
CFCHDMIM_03494	CDS	768				hypothetical protein
CFCHDMIM_03495	CDS	192				hypothetical protein
CFCHDMIM_03496	CDS	243				hypothetical protein
CFCHDMIM_03497	CDS	429				hypothetical protein
CFCHDMIM_03498	CDS	1104				hypothetical protein
CFCHDMIM_03499	CDS	1452				hypothetical protein
CFCHDMIM_03500	CDS	1428				hypothetical protein
CFCHDMIM_03501	CDS	471				hypothetical protein
CFCHDMIM_03502	CDS	408				hypothetical protein
CFCHDMIM_03503	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
CFCHDMIM_03504	CDS	1500				hypothetical protein
CFCHDMIM_03505	CDS	2376	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
CFCHDMIM_03506	CDS	984				hypothetical protein
CFCHDMIM_03507	CDS	696	mutS2	3.1.-.-		Endonuclease MutS2
CFCHDMIM_03508	CDS	807	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
CFCHDMIM_03509	CDS	1056	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
CFCHDMIM_03510	CDS	2733	btuB_6			Vitamin B12 transporter BtuB
CFCHDMIM_03511	CDS	2700	pepN_2	3.4.11.2		Aminopeptidase N
CFCHDMIM_03512	CDS	585	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
CFCHDMIM_03513	CDS	1803		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
CFCHDMIM_03514	CDS	1542	dtpT		COG3104	Di-/tripeptide transporter
CFCHDMIM_03515	CDS	1410		5.4.4.3	COG0174	3-hydroxylaminophenol mutase
CFCHDMIM_03516	CDS	510	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
CFCHDMIM_03517	CDS	879	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
CFCHDMIM_03518	CDS	1446				hypothetical protein
CFCHDMIM_03519	CDS	201				hypothetical protein
CFCHDMIM_03520	CDS	444				hypothetical protein
CFCHDMIM_03521	tRNA	76				tRNA-Asn(gtt)
CFCHDMIM_03522	CDS	1203	sstT		COG3633	Serine/threonine transporter SstT
CFCHDMIM_03523	CDS	681				hypothetical protein
CFCHDMIM_03524	CDS	537				hypothetical protein
CFCHDMIM_03525	CDS	1848		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
CFCHDMIM_03526	CDS	441				hypothetical protein
CFCHDMIM_03527	CDS	1026				putative HTH-type transcriptional regulator
CFCHDMIM_03528	CDS	375	gcvH		COG0509	Glycine cleavage system H protein
CFCHDMIM_03529	CDS	699	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
CFCHDMIM_03530	CDS	1491	putP		COG0591	Sodium/proline symporter
CFCHDMIM_03531	CDS	489	lrp_5		COG1522	Leucine-responsive regulatory protein
CFCHDMIM_03532	CDS	3753	putA		COG0506	Bifunctional protein PutA
CFCHDMIM_03533	CDS	474				hypothetical protein
CFCHDMIM_03534	CDS	1086	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
CFCHDMIM_03535	CDS	231				hypothetical protein
CFCHDMIM_03536	CDS	747				hypothetical protein
CFCHDMIM_03537	CDS	591				hypothetical protein
CFCHDMIM_03538	CDS	591	yceI		COG2353	Protein YceI
CFCHDMIM_03539	CDS	408				hypothetical protein
CFCHDMIM_03540	CDS	1989	tktA	2.2.1.1	COG0021	Transketolase 1
CFCHDMIM_03541	CDS	1167	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
CFCHDMIM_03542	CDS	249				hypothetical protein
CFCHDMIM_03543	CDS	186				hypothetical protein
CFCHDMIM_03544	CDS	561				hypothetical protein
CFCHDMIM_03545	CDS	855				hypothetical protein
CFCHDMIM_03546	CDS	1392	hcaB_6	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
CFCHDMIM_03547	CDS	1569	fadI	2.3.1.16		3-ketoacyl-CoA thiolase
CFCHDMIM_03548	CDS	513				hypothetical protein
CFCHDMIM_03549	CDS	894	yahB			putative HTH-type transcriptional regulator YahB
CFCHDMIM_03550	CDS	990	tal	2.2.1.2	COG0176	Transaldolase
CFCHDMIM_03551	CDS	651	leuE_4		COG1280	Leucine efflux protein
CFCHDMIM_03552	CDS	474	lrp_6		COG1522	Leucine-responsive regulatory protein
CFCHDMIM_03553	CDS	1173	ydcO_2		COG3135	Inner membrane protein YdcO
CFCHDMIM_03554	CDS	720				hypothetical protein
CFCHDMIM_03555	CDS	2757	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
CFCHDMIM_03556	CDS	162				hypothetical protein
CFCHDMIM_03557	CDS	444				hypothetical protein
CFCHDMIM_03558	CDS	174				hypothetical protein
CFCHDMIM_03559	CDS	228				hypothetical protein
CFCHDMIM_03560	CDS	444				Putative universal stress protein
CFCHDMIM_03561	CDS	1584	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
CFCHDMIM_03562	CDS	426	pliG			Inhibitor of g-type lysozyme
CFCHDMIM_03563	CDS	132				hypothetical protein
CFCHDMIM_03564	CDS	1113				hypothetical protein
CFCHDMIM_03565	CDS	2157	fhuE_2		COG4773	FhuE receptor
CFCHDMIM_03566	CDS	1050	tas		COG0667	Protein tas
CFCHDMIM_03567	CDS	786	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
CFCHDMIM_03568	CDS	318				hypothetical protein
CFCHDMIM_03569	CDS	1320	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
CFCHDMIM_03570	CDS	1167	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
CFCHDMIM_03571	CDS	1026	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
CFCHDMIM_03572	CDS	2637	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
CFCHDMIM_03573	CDS	1281		2.7.2.4	COG0527	Aspartate kinase
CFCHDMIM_03574	CDS	255	csrA			Translational regulator CsrA
CFCHDMIM_03575	CDS	567	rnhB	3.1.26.4	COG0164	Ribonuclease HII
CFCHDMIM_03576	CDS	390				hypothetical protein
CFCHDMIM_03577	CDS	558	yceJ_2		COG3038	Cytochrome b561 
CFCHDMIM_03578	CDS	999		3.5.4.2	COG1816	Adenine deaminase
CFCHDMIM_03579	CDS	1320	adeP		COG2252	Adenine permease AdeP
CFCHDMIM_03580	CDS	228				hypothetical protein
CFCHDMIM_03581	CDS	1551		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
CFCHDMIM_03582	CDS	831	hcaB_7	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
CFCHDMIM_03583	CDS	963				hypothetical protein
CFCHDMIM_03584	CDS	723	yhhW_2	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
CFCHDMIM_03585	CDS	624	bm3R1_3			HTH-type transcriptional repressor Bm3R1
CFCHDMIM_03586	CDS	666	vfr		COG0664	Cyclic AMP receptor-like protein
CFCHDMIM_03587	CDS	423	yhfA		COG1765	Protein YhfA
CFCHDMIM_03588	CDS	426	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
CFCHDMIM_03589	CDS	807				hypothetical protein
CFCHDMIM_03590	CDS	2580	clpB		COG0542	Chaperone protein ClpB
CFCHDMIM_03591	CDS	489	pncC	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
CFCHDMIM_03592	CDS	420				hypothetical protein
CFCHDMIM_03593	CDS	2205	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
CFCHDMIM_03594	CDS	345				hypothetical protein
CFCHDMIM_03595	CDS	1017	pyrB	2.1.3.2		Aspartate carbamoyltransferase
CFCHDMIM_03596	CDS	1236	pyrC'		COG0044	Dihydroorotase-like protein
CFCHDMIM_03597	CDS	1416	pal_2			Peptidoglycan-associated lipoprotein
CFCHDMIM_03598	CDS	780				hypothetical protein
CFCHDMIM_03599	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
CFCHDMIM_03600	CDS	717	trmB_2	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
CFCHDMIM_03601	CDS	2439				hypothetical protein
CFCHDMIM_03602	CDS	612	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
CFCHDMIM_03603	CDS	345				hypothetical protein
CFCHDMIM_03604	CDS	489	ahpF_2	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
CFCHDMIM_03605	CDS	264				hypothetical protein
CFCHDMIM_03606	CDS	723				hypothetical protein
CFCHDMIM_03607	CDS	408				hypothetical protein
CFCHDMIM_03608	CDS	252				hypothetical protein
CFCHDMIM_03609	CDS	933				hypothetical protein
CFCHDMIM_03610	CDS	1122				hypothetical protein
CFCHDMIM_03611	CDS	324				hypothetical protein
CFCHDMIM_03612	CDS	291				hypothetical protein
CFCHDMIM_03613	CDS	444				hypothetical protein
CFCHDMIM_03614	CDS	243				hypothetical protein
CFCHDMIM_03615	CDS	204				hypothetical protein
CFCHDMIM_03616	CDS	504				hypothetical protein
CFCHDMIM_03617	CDS	1008				hypothetical protein
CFCHDMIM_03618	CDS	216				hypothetical protein
CFCHDMIM_03619	CDS	753				hypothetical protein
CFCHDMIM_03620	CDS	321				hypothetical protein
CFCHDMIM_03621	CDS	273				hypothetical protein
CFCHDMIM_03622	CDS	225				hypothetical protein
CFCHDMIM_03623	CDS	882				hypothetical protein
CFCHDMIM_03624	CDS	801				hypothetical protein
CFCHDMIM_03625	CDS	339				hypothetical protein
CFCHDMIM_03626	CDS	393				hypothetical protein
CFCHDMIM_03627	CDS	402				hypothetical protein
CFCHDMIM_03628	CDS	477				hypothetical protein
CFCHDMIM_03629	CDS	255				hypothetical protein
CFCHDMIM_03630	CDS	219				hypothetical protein
CFCHDMIM_03631	CDS	552				hypothetical protein
CFCHDMIM_03632	CDS	234				hypothetical protein
CFCHDMIM_03633	CDS	1182				hypothetical protein
CFCHDMIM_03634	CDS	393				hypothetical protein
CFCHDMIM_03635	CDS	402				hypothetical protein
CFCHDMIM_03636	CDS	846				hypothetical protein
CFCHDMIM_03637	CDS	1389	menF	5.4.4.2		Isochorismate synthase MenF
CFCHDMIM_03638	CDS	1086	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
CFCHDMIM_03639	CDS	1323	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
CFCHDMIM_03640	CDS	684	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
CFCHDMIM_03641	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CFCHDMIM_03642	CDS	252			COG5007	putative protein
CFCHDMIM_03643	CDS	339	hpf		COG1544	Ribosome hibernation promoting factor
CFCHDMIM_03644	CDS	1449	rpoN		COG1508	RNA polymerase sigma-54 factor
CFCHDMIM_03645	CDS	258				hypothetical protein
CFCHDMIM_03646	CDS	684				hypothetical protein
CFCHDMIM_03647	CDS	558	pheA2	5.4.99.5	COG1605	Secreted chorismate mutase
CFCHDMIM_03648	CDS	498	lrp_7		COG1522	Leucine-responsive regulatory protein
CFCHDMIM_03649	CDS	375				hypothetical protein
CFCHDMIM_03650	CDS	555				hypothetical protein
CFCHDMIM_03651	CDS	2271	iutA_2			Ferric aerobactin receptor
CFCHDMIM_03652	CDS	1236	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
CFCHDMIM_03653	CDS	252				hypothetical protein
CFCHDMIM_03654	CDS	471				hypothetical protein
CFCHDMIM_03655	CDS	282				hypothetical protein
CFCHDMIM_03656	CDS	384				hypothetical protein
CFCHDMIM_03657	CDS	507	eis	2.3.1.-		N-acetyltransferase Eis
CFCHDMIM_03658	CDS	900				hypothetical protein
CFCHDMIM_03659	CDS	969				hypothetical protein
CFCHDMIM_03660	CDS	522				hypothetical protein
CFCHDMIM_03661	CDS	825	nit1	3.5.1.128		Deaminated glutathione amidase
CFCHDMIM_03662	CDS	378				hypothetical protein
CFCHDMIM_03663	CDS	438	ohrR_2			Organic hydroperoxide resistance transcriptional regulator
CFCHDMIM_03664	CDS	432	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
CFCHDMIM_03665	CDS	1491	epsE_2		COG2804	Type II secretion system protein E
CFCHDMIM_03666	CDS	822				hypothetical protein
CFCHDMIM_03667	CDS	918	mscS		COG0668	Small-conductance mechanosensitive channel
CFCHDMIM_03668	CDS	2622				hypothetical protein
CFCHDMIM_03669	CDS	372				hypothetical protein
CFCHDMIM_03670	CDS	462				hypothetical protein
CFCHDMIM_03671	CDS	2412			COG1629	putative TonB-dependent receptor
CFCHDMIM_03672	CDS	315				hypothetical protein
CFCHDMIM_03673	CDS	288				hypothetical protein
CFCHDMIM_03674	CDS	519	esiB_3			Secretory immunoglobulin A-binding protein EsiB
CFCHDMIM_03675	CDS	144				hypothetical protein
CFCHDMIM_03676	CDS	576				hypothetical protein
CFCHDMIM_03677	CDS	951				hypothetical protein
CFCHDMIM_03678	CDS	828				hypothetical protein
CFCHDMIM_03679	CDS	342				hypothetical protein
CFCHDMIM_03680	CDS	285				hypothetical protein
CFCHDMIM_03681	CDS	357				IS66 family transposase IS1313
CFCHDMIM_03682	CDS	1560				IS66 family transposase ISAba24
CFCHDMIM_03683	CDS	264				hypothetical protein
CFCHDMIM_03684	CDS	885				hypothetical protein
CFCHDMIM_03685	CDS	1476	msr(E)			ABC-F type ribosomal protection protein Msr(E)
CFCHDMIM_03686	CDS	729			COG3385	IS4 family transposase ISEc29
CFCHDMIM_03687	CDS	363				hypothetical protein
CFCHDMIM_03688	CDS	507				hypothetical protein
CFCHDMIM_03689	CDS	399				hypothetical protein
CFCHDMIM_03690	CDS	387				hypothetical protein
CFCHDMIM_03691	CDS	759				hypothetical protein
CFCHDMIM_03692	rRNA	111				5S ribosomal RNA
CFCHDMIM_03693	rRNA	2890				23S ribosomal RNA
CFCHDMIM_03694	tRNA	76				tRNA-Ala(tgc)
CFCHDMIM_03695	tRNA	77				tRNA-Ile(gat)
CFCHDMIM_03696	rRNA	1533				16S ribosomal RNA
CFCHDMIM_03697	CDS	375				hypothetical protein
CFCHDMIM_03698	CDS	657				hypothetical protein
CFCHDMIM_03699	CDS	177				hypothetical protein
CFCHDMIM_03700	CDS	252				hypothetical protein
CFCHDMIM_03701	CDS	1326	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
CFCHDMIM_03702	CDS	894				hypothetical protein
CFCHDMIM_03703	CDS	168				hypothetical protein
CFCHDMIM_03704	CDS	267				hypothetical protein
CFCHDMIM_03705	CDS	177				hypothetical protein
CFCHDMIM_03706	CDS	783				hypothetical protein
CFCHDMIM_03707	CDS	423				hypothetical protein
CFCHDMIM_03708	CDS	135				hypothetical protein
CFCHDMIM_03709	CDS	750				hypothetical protein
CFCHDMIM_03710	CDS	951				hypothetical protein
CFCHDMIM_03711	CDS	1047				hypothetical protein
CFCHDMIM_03712	CDS	291				hypothetical protein
CFCHDMIM_03713	CDS	321				hypothetical protein
CFCHDMIM_03714	CDS	252				hypothetical protein
CFCHDMIM_03715	CDS	2937				Tn3 family transposase ISEc63
CFCHDMIM_03716	CDS	660	hin		COG1961	DNA-invertase hin
CFCHDMIM_03717	CDS	549				hypothetical protein
CFCHDMIM_03718	CDS	519				hypothetical protein
CFCHDMIM_03719	CDS	834				hypothetical protein
CFCHDMIM_03720	CDS	525				hypothetical protein
CFCHDMIM_03721	CDS	2268				hypothetical protein
CFCHDMIM_03722	CDS	393				hypothetical protein
CFCHDMIM_03723	CDS	642				hypothetical protein
CFCHDMIM_03724	CDS	822		3.5.2.6	COG2602	Beta-lactamase OXA-133
CFCHDMIM_03725	CDS	495				hypothetical protein
CFCHDMIM_03726	CDS	651				hypothetical protein
